"value_log","value_log_scaled","precision_scaled","characteristic_order_scaled","indicator_order_scaled","data_quality_score_scaled","is_preferred","high_precision","indicator_encoded","survey_cohort","dataset_source_encoded","char_order_quintile","indicator_importance","sample_size_tier","by_var_0","by_var_14000","by_var_14001","by_var_14002","by_var_Other","type_D","type_I","type_S","type_T","type_U","char_Five.year.periods","char_Source.of.vaccination.information","char_Total","char_Total.15.49"
0.262364264467491,-1.58714970178977,0.660268182408527,-0.322739570245733,1.87987303726775,0.624930350684553,1,1,84,79,7,4,"Low","Large",1,0,0,0,0,0,1,0,0,0,0,0,1,0
4.36944785246702,0.102744868882244,0.660268182408527,-0.322739570245733,-0.50196050364816,0.624930350684553,1,1,208,65,5,2,"Low","Medium",1,0,0,0,0,0,1,0,0,0,0,0,1,0
4.49200148788245,0.153170607406239,0.660268182408527,-0.322739570245733,-0.660064172472315,-1.59803618246479,0,1,199,45,1,2,"Low","Medium",0,1,0,0,0,0,1,0,0,0,0,0,1,0
0.993251773010283,-1.28641980282512,0.660268182408527,-0.322739570245733,-0.659453106090204,-1.59803618246479,0,1,12,74,1,1,"Low","Medium",0,0,1,0,0,0,0,1,0,0,0,0,1,0
3.8649313978943,-0.104842729258756,0.660268182408527,-0.322739570245733,-0.501503423554955,-1.59803618246479,0,1,30,1,1,2,"Low","Small",0,1,0,0,0,0,1,0,0,0,0,0,1,0
4.54435804659133,0.174713160024289,0.660268182408527,-0.322739570245733,-0.663157467339243,0.624930350684553,1,1,3,30,1,1,"Low","Medium",0,0,0,1,0,0,1,0,0,0,0,0,1,0
2.76631910922619,-0.556876125247677,0.660268182408527,-0.322739570245733,-1.43202305231487,0.624930350684553,1,1,291,53,3,4,"Low","Medium",1,0,0,0,0,0,1,0,0,0,0,0,1,0
4.44851637594271,0.135278287223922,0.660268182408527,-0.322739570245733,-0.660063257702282,-1.59803618246479,0,1,196,59,1,1,"Low","Medium",0,1,0,0,0,0,1,0,0,0,0,0,1,0
6.45362499889269,0.9602973312559,-1.51250861168473,-0.322739570245733,-0.499519592276505,0.624930350684553,1,1,129,44,1,1,"Low","Medium",0,0,1,0,0,0,0,0,0,1,0,0,1,0
4.54648118963941,0.175586745339228,0.660268182408527,-0.322739570245733,-0.502418650973071,0.624930350684553,1,1,40,25,5,2,"Low","Small",1,0,0,0,0,0,1,0,0,0,0,0,1,0
4.57161340245925,0.185927608650925,0.660268182408527,-0.322739570245733,-0.663157467339243,0.624930350684553,1,1,3,44,1,1,"Low","Medium",0,0,0,1,0,0,1,0,0,0,0,0,1,0
4.12874598893943,0.00370603424191185,0.660268182408527,3.35252846989465,-0.502720372622322,-1.59803618246479,0,1,48,19,5,5,"Low","Small",0,0,0,0,1,0,1,0,0,0,0,1,0,0
0,-1.69510171605056,0.660268182408527,-0.322739570245733,1.88095383806185,0.624930350684553,1,1,215,85,7,4,"Low","Large",1,0,0,0,0,0,1,0,0,0,0,0,1,0
4.61512051684126,0.20382898192577,0.660268182408527,-0.322739570245733,-0.660063410163954,-1.59803618246479,0,1,200,45,1,2,"Low","Medium",0,1,0,0,0,0,0,0,1,0,0,0,1,0
4.44851637594271,0.135278287223922,0.660268182408527,-0.322739570245733,-0.660063257702282,-1.59803618246479,0,1,196,59,3,4,"Low","Medium",0,1,0,0,0,0,1,0,0,0,0,0,1,0
0.53062825106217,-1.47677019654235,0.660268182408527,-0.322739570245733,1.87988843589664,0.624930350684553,1,1,247,86,7,3,"Low","Large",1,0,0,0,0,0,0,1,0,0,0,0,1,0
8.79285328864069,1.92279276182321,-1.51250861168473,-0.185603726478135,0.130251576004611,0.624930350684553,1,1,172,76,4,5,"Low","Medium",1,0,0,0,0,1,0,0,0,0,0,0,0,1
1.58923520511658,-1.04119733667671,0.660268182408527,3.35252846989465,-0.502720067698978,-1.59803618246479,0,1,264,24,5,5,"Low","Small",0,0,0,0,1,0,1,0,0,0,0,1,0,0
2.70805020110221,-0.580851364457663,-1.51250861168473,-0.322739570245733,-0.97047598457592,0.624930350684553,1,1,255,69,2,5,"Low","Medium",0,0,1,0,0,0,1,0,0,0,0,0,1,0
4.31481788498043,0.0802669028332153,0.660268182408527,3.35252846989465,-0.502723269394094,-1.59803618246479,0,1,44,24,5,5,"Low","Small",0,0,0,0,1,0,1,0,0,0,0,1,0,0
5.01727983681492,0.36930086405507,-1.51250861168473,-0.322739570245733,-0.759667230448018,0.624930350684553,1,1,256,53,3,4,"Low","Medium",1,0,0,0,0,0,1,0,0,0,0,0,1,0
2.65324196460721,-0.603402680810616,0.660268182408527,-0.322739570245733,1.87987227495939,0.624930350684553,1,1,79,83,7,3,"Low","Large",1,0,0,0,0,0,1,0,0,0,0,0,1,0
7.23489842031483,1.28175894380484,-1.51250861168473,-0.322739570245733,-0.658584074558759,0.624930350684553,1,1,152,30,1,2,"Low","Medium",1,0,0,0,0,1,0,0,0,0,0,0,1,0
2.87356463957978,-0.51274903711075,0.660268182408527,-0.322739570245733,-0.499521116893227,0.624930350684553,1,1,283,9,1,2,"Low","Small",0,0,1,0,0,0,1,0,0,0,0,0,1,0
6.87935580446044,1.13546790216877,-1.51250861168473,-0.322739570245733,-0.502414686969595,0.624930350684553,1,1,127,24,5,2,"Low","Small",1,0,0,0,0,0,0,0,0,1,0,0,1,0
7.0833878476253,1.21941862647223,-1.51250861168473,-0.322739570245733,0.136366482834057,0.624930350684553,1,1,154,27,4,3,"Low","Medium",1,0,0,0,0,1,0,0,0,0,0,0,1,0
6.88141130364254,1.13631365483813,-1.51250861168473,3.35252846989465,-0.502719915237306,0.624930350684553,1,1,126,25,5,5,"Low","Small",0,0,0,0,1,1,0,0,0,0,0,1,0,0
3.58351893845611,-0.220632285797994,-1.51250861168473,-0.322739570245733,-0.970475832114247,0.624930350684553,1,1,108,69,2,5,"Low","Medium",0,0,1,0,0,0,1,0,0,0,0,0,1,0
2.16332302566054,-0.80498400664836,0.660268182408527,-0.322739570245733,-0.660064020010643,0.624930350684553,1,1,198,31,1,2,"Low","Medium",0,0,0,1,0,0,1,0,0,0,0,0,1,0
6.83947643822884,1.11905919681066,-1.51250861168473,3.35252846989465,-0.502719915237306,-1.59803618246479,0,1,126,24,5,5,"Low","Small",0,0,0,0,1,1,0,0,0,0,0,1,0,0
8.40290404501411,1.7623448197439,-1.51250861168473,-0.322739570245733,0.136807554451683,0.624930350684553,1,1,187,42,4,3,"Low","Medium",1,0,0,0,0,0,0,0,0,1,0,0,1,0
4.85203026391962,0.30130751791096,-1.51250861168473,-0.185603726478135,-0.970018752021042,0.624930350684553,1,1,272,69,2,5,"Low","Medium",1,0,0,0,0,0,1,0,0,0,0,0,0,1
4.40060302024682,0.11556392838064,0.660268182408527,-0.322739570245733,-0.499521574278244,0.624930350684553,1,1,278,9,3,4,"Low","Small",0,0,1,0,0,0,1,0,0,0,0,0,1,0
4.42124734782716,0.124058213034387,0.660268182408527,3.35252846989465,-0.502722507085733,0.624930350684553,1,1,115,25,5,5,"Low","Small",0,0,0,0,1,0,1,0,0,0,0,1,0,0
3.95124371858143,-0.0693287887737193,-1.51250861168473,-0.322739570245733,-0.970475527190903,-1.59803618246479,0,1,289,69,2,5,"Low","Medium",0,0,0,0,1,0,1,0,0,0,0,0,1,0
8.54850579465518,1.8222539014382,-1.51250861168473,-0.185603726478135,-0.970018142174353,0.624930350684553,1,1,165,69,2,5,"Low","Medium",1,0,0,0,0,0,0,0,0,1,0,0,0,1
4.2017030805426,0.0337248518166146,0.660268182408527,3.35252846989465,-0.502721897239044,-1.59803618246479,0,1,56,19,5,5,"Low","Small",0,0,0,0,1,0,1,0,0,0,0,1,0,0
4.58598736657132,0.191841898777134,0.660268182408527,-0.322739570245733,-0.65945280116686,0.624930350684553,1,1,10,31,1,2,"Low","Medium",0,0,0,1,0,0,1,0,0,0,0,0,1,0
0.0953101798043249,-1.65588552969104,0.660268182408527,-0.322739570245733,1.87987212249771,0.624930350684553,1,1,82,83,7,3,"Low","Large",1,0,0,0,0,0,1,0,0,0,0,0,1,0
4.58394654953646,0.191002187202475,0.660268182408527,-0.322739570245733,-0.501503576016627,-1.59803618246479,0,1,27,1,1,2,"Low","Small",0,1,0,0,0,0,1,0,0,0,0,0,1,0
1.93152141160321,-0.900360757735931,0.660268182408527,-0.322739570245733,0.137264634544889,0.624930350684553,1,1,2,26,4,3,"Low","Medium",1,0,0,0,0,0,1,0,0,0,0,0,1,0
4.13035499974513,0.0043680754608076,0.660268182408527,3.35252846989465,-0.502720372622322,0.624930350684553,1,1,48,18,5,5,"Low","Small",0,0,0,0,1,0,1,0,0,0,0,1,0,0
4.15888308335967,0.0161061987736002,0.660268182408527,-0.322739570245733,-0.49952203166326,0.624930350684553,1,1,274,9,1,2,"Low","Small",0,0,1,0,0,0,1,0,0,0,0,0,1,0
4.4320065669789,0.128485185517324,0.660268182408527,-0.322739570245733,-0.499521574278244,-1.59803618246479,0,1,278,12,3,4,"Low","Small",0,1,0,0,0,0,1,0,0,0,0,0,1,0
1.22377543162212,-1.19156887740499,0.660268182408527,-0.322739570245733,-0.499520811969883,-1.59803618246479,0,1,276,6,1,2,"Low","Small",0,1,0,0,0,0,1,0,0,0,0,0,1,0
7.19893124068817,1.26695994099149,-1.51250861168473,-0.322739570245733,-0.501957454414717,0.624930350684553,1,1,130,29,5,3,"Low","Medium",1,0,0,0,0,1,0,0,0,0,0,0,1,0
2.89591193827178,-0.503554050468857,0.660268182408527,-0.322739570245733,-0.663159144417637,-1.59803618246479,0,1,4,58,1,1,"Low","Medium",0,0,1,0,0,0,1,0,0,0,0,0,1,0
4.18965474202643,0.0287674601765725,0.660268182408527,-0.322739570245733,-0.502416973894677,0.624930350684553,1,1,56,18,5,3,"Low","Small",1,0,0,0,0,0,1,0,0,0,0,0,1,0
3.34286180464919,-0.319652716013267,0.660268182408527,-0.322739570245733,-0.663159144417637,0.624930350684553,1,1,4,44,1,1,"Low","Medium",0,0,0,1,0,0,1,0,0,0,0,0,1,0
4.33467293829041,0.0884364338568778,0.660268182408527,-0.322739570245733,-0.502416668971333,0.624930350684553,1,1,52,18,5,3,"Low","Small",1,0,0,0,0,0,1,0,0,0,0,0,1,0
8.37216741936598,1.74969797297523,-1.51250861168473,-0.322739570245733,0.136807401990011,0.624930350684553,1,1,186,70,4,3,"Low","Medium",1,0,0,0,0,1,0,0,0,0,0,0,1,0
1.25276296849537,-1.17964170813033,0.660268182408527,-0.322739570245733,-0.344925286222666,0.624930350684553,1,1,26,32,3,4,"Low","Medium",1,0,0,0,0,0,1,0,0,0,0,0,1,0
0.0953101798043249,-1.65588552969104,0.660268182408527,-0.322739570245733,-0.660063715087299,-1.59803618246479,0,1,197,59,1,1,"Low","Medium",0,1,0,0,0,0,1,0,0,0,0,0,1,0
8.54090971803355,1.81912843092701,-1.51250861168473,-0.185603726478135,-0.970018294636025,0.624930350684553,1,1,164,75,2,5,"Low","Medium",1,0,0,0,0,1,0,0,0,0,0,0,0,1
4.36437169943516,0.100656242423921,0.660268182408527,-0.322739570245733,-0.660064172472315,0.624930350684553,1,1,199,46,1,1,"Low","Medium",0,0,0,1,0,0,1,0,0,0,0,0,1,0
4.14472076954717,0.0102789939682652,0.660268182408527,-0.322739570245733,-0.49952203166326,-1.59803618246479,0,1,274,12,1,1,"Low","Small",0,1,0,0,0,0,1,0,0,0,0,0,1,0
3.63758615972639,-0.198385866479203,-1.51250861168473,-0.185603726478135,-0.970018752021042,0.624930350684553,1,1,272,69,2,5,"Low","Medium",1,0,0,0,0,0,1,0,0,0,0,0,0,1
4.4320065669789,0.128485185517324,0.660268182408527,-0.322739570245733,-0.499521574278244,-1.59803618246479,0,1,278,12,1,1,"Low","Small",0,1,0,0,0,0,1,0,0,0,0,0,1,0
4.53796143629464,0.172081220162468,0.660268182408527,3.35252846989465,-0.50272372677911,0.624930350684553,1,1,18,18,5,5,"Low","Small",0,0,0,0,1,0,1,0,0,0,0,1,0,0
9.41311793733752,2.17800594162681,-1.51250861168473,-0.322739570245733,1.8813991786063,0.624930350684553,1,1,136,83,6,4,"Low","Large",1,0,0,0,0,1,0,0,0,0,0,0,1,0
4.61512051684126,0.20382898192577,0.660268182408527,-0.322739570245733,-0.659452953628532,-1.59803618246479,0,1,16,59,1,1,"Low","Medium",0,1,0,0,0,0,0,0,1,0,0,0,1,0
7.47022413589997,1.3785857165223,-1.51250861168473,-0.322739570245733,0.1368080118367,0.624930350684553,1,1,169,42,4,3,"Low","Medium",1,0,0,0,0,0,0,0,0,1,0,0,1,0
10.8592408913818,2.77302556472485,-1.51250861168473,-0.322739570245733,1.88095505775523,0.624930350684553,1,1,163,84,7,3,"Low","Large",1,0,0,0,0,0,0,0,0,1,0,0,1,0
1.3609765531356,-1.13511630580085,0.660268182408527,-0.322739570245733,-0.663157772262587,-1.59803618246479,0,1,123,54,1,1,"Low","Medium",0,1,0,0,0,0,1,0,0,0,0,0,1,0
1.84054963339749,-0.937791871756456,0.660268182408527,3.35252846989465,-0.502720067698978,0.624930350684553,1,1,264,18,5,5,"Low","Small",0,0,0,0,1,0,1,0,0,0,0,1,0,0
4.22244456484942,0.0422591124340956,0.660268182408527,-0.322739570245733,-0.499521726739916,-1.59803618246479,0,1,287,6,1,2,"Low","Small",0,1,0,0,0,0,1,0,0,0,0,0,1,0
2.78501124223834,-0.549185087698841,0.660268182408527,-0.322739570245733,-0.501957759338061,0.624930350684553,1,1,265,65,5,2,"Low","Medium",1,0,0,0,0,0,1,0,0,0,0,0,1,0
4.18813844150846,0.0281435653962711,0.660268182408527,-0.322739570245733,2.03477211420428,0.624930350684553,1,1,102,82,3,4,"Low","Large",1,0,0,0,0,0,1,0,0,0,0,0,1,0
6.16541785423142,0.841712043531286,-1.51250861168473,-0.322739570245733,-0.759666620601329,0.624930350684553,1,1,112,53,3,4,"Low","Medium",1,0,0,0,0,0,1,0,0,0,0,0,1,0
2.79728133483015,-0.544136453453086,0.660268182408527,-0.322739570245733,-0.659452648705188,-1.59803618246479,0,1,38,59,1,1,"Low","Medium",0,1,0,0,0,0,1,0,0,0,0,0,1,0
4.05698877567833,-0.0258190831554559,0.660268182408527,-0.322739570245733,1.88139582444951,0.624930350684553,1,1,92,79,6,4,"Low","Large",1,0,0,0,0,0,1,0,0,0,0,0,1,0
3.09104245335832,-0.423265935812349,-1.51250861168473,-0.322739570245733,-0.970476137037592,0.624930350684553,1,1,121,69,2,4,"Low","Medium",0,0,1,0,0,0,1,0,0,0,0,0,1,0
6.49375383985169,0.976808685118312,-1.51250861168473,3.35252846989465,-0.502719915237306,-1.59803618246479,0,1,126,19,5,5,"Low","Small",0,0,0,0,1,1,0,0,0,0,0,1,0,0
1.23982245721963,-1.18496619186143,0.660268182408527,3.35252846989465,-0.502720067698978,0.624930350684553,1,1,264,25,5,5,"Low","Small",0,0,0,0,1,0,1,0,0,0,0,1,0,0
7.23489842031483,1.28175894380484,-1.51250861168473,-0.322739570245733,-0.663157314877571,0.624930350684553,1,1,178,30,1,1,"Low","Medium",0,0,0,1,0,1,0,0,0,0,0,0,1,0
0.405465108108164,-1.52826963919899,0.660268182408527,-0.322739570245733,1.87988721620326,0.624930350684553,1,1,231,85,7,4,"Low","Large",1,0,0,0,0,0,1,0,0,0,0,0,1,0
6.81783057145415,1.1101528203135,-1.51250861168473,-0.322739570245733,-0.501503271093283,0.624930350684553,1,1,134,22,1,1,"Low","Small",0,0,1,0,0,1,0,0,0,0,0,0,1,0
4.0943445622221,-0.0104487261829441,-1.51250861168473,-0.322739570245733,-0.970475527190903,0.624930350684553,1,1,289,69,2,4,"Low","Medium",0,0,1,0,0,0,1,0,0,0,0,0,1,0
3.1267605359604,-0.408569426094253,0.660268182408527,-0.322739570245733,0.136350474358477,0.624930350684553,1,1,304,38,4,3,"Low","Medium",1,0,0,0,0,0,1,0,0,0,0,0,1,0
3.13113691056019,-0.406768729440054,0.660268182408527,-0.322739570245733,-0.501504033401643,-1.59803618246479,0,1,29,56,1,1,"Low","Medium",0,1,0,0,0,0,1,0,0,0,0,0,1,0
4.23410650459726,0.0470575170053996,0.660268182408527,-0.322739570245733,-0.65945417332191,-1.59803618246479,0,1,14,62,1,2,"Low","Medium",0,0,1,0,0,0,1,0,0,0,0,0,1,0
7.64108424917491,1.44888756735665,-1.51250861168473,-0.322739570245733,-0.66006310524061,0.624930350684553,1,1,138,46,1,1,"Low","Medium",0,0,0,1,0,1,0,0,0,0,0,0,1,0
4.42723897749543,0.126523520162654,0.660268182408527,3.35252846989465,-0.502722812009077,0.624930350684553,1,1,207,25,5,5,"Low","Small",0,0,0,0,1,0,1,0,0,0,0,1,0,0
3.37416870927424,-0.306771223095764,0.660268182408527,-0.322739570245733,-0.659454325783582,0.624930350684553,1,1,11,46,1,1,"Low","Medium",0,0,0,1,0,0,1,0,0,0,0,0,1,0
4.48525988931553,0.150396719178307,0.660268182408527,3.35252846989465,-0.502723116932421,-1.59803618246479,0,1,203,24,5,5,"Low","Small",0,0,0,0,1,0,1,0,0,0,0,1,0,0
4.06044301054642,-0.0243978087585913,-1.51250861168473,-0.322739570245733,-0.970475527190903,-1.59803618246479,0,1,289,53,3,4,"Low","Medium",0,0,0,0,1,0,1,0,0,0,0,0,1,0
1.84054963339749,-0.937791871756456,0.660268182408527,-0.322739570245733,-0.502415144354611,0.624930350684553,1,1,264,18,5,3,"Low","Small",1,0,0,0,0,0,1,0,0,0,0,0,1,0
3.78418963391826,-0.13806461667499,-1.51250861168473,-0.322739570245733,-0.970475832114247,-1.59803618246479,0,1,108,53,3,4,"Low","Medium",0,0,0,0,1,0,1,0,0,0,0,0,1,0
1.58923520511658,-1.04119733667671,0.660268182408527,-0.185603726478135,0.130709697411038,0.624930350684553,1,1,114,77,4,5,"Low","Medium",1,0,0,0,0,0,1,0,0,0,0,0,0,1
9.04958459309679,2.02842704664506,-1.51250861168473,-0.185603726478135,0.131776471731305,0.624930350684553,1,1,171,42,4,5,"Low","Medium",1,0,0,0,0,0,0,0,0,1,0,0,0,1
4.06216566385787,-0.0236890083614749,0.660268182408527,-0.322739570245733,-0.499521421816571,0.624930350684553,1,1,280,16,1,1,"Low","Small",0,0,1,0,0,0,1,0,0,0,0,0,1,0
2.88480071284671,-0.508125858935139,0.660268182408527,-0.322739570245733,1.88049630058363,0.624930350684553,1,1,250,85,7,4,"Low","Large",1,0,0,0,0,0,1,0,0,0,0,0,1,0
3.67122451887522,-0.184545076713439,0.660268182408527,-0.322739570245733,1.88139780645125,0.624930350684553,1,1,99,83,6,4,"Low","Large",1,0,0,0,0,0,1,0,0,0,0,0,1,0
1.38629436111989,-1.12469907777584,0.660268182408527,-0.322739570245733,1.87987151265102,0.624930350684553,1,1,76,83,7,3,"Low","Large",1,0,0,0,0,0,1,0,0,0,0,0,1,0
4.61512051684126,0.20382898192577,0.660268182408527,-0.322739570245733,-0.663157619800915,-1.59803618246479,0,1,9,41,1,1,"Low","Medium",0,1,0,0,0,0,0,0,1,0,0,0,1,0
4.16511363311031,0.0186698116074532,0.660268182408527,-0.322739570245733,-0.502415449277955,0.624930350684553,1,1,48,25,5,2,"Low","Small",1,0,0,0,0,0,1,0,0,0,0,0,1,0
7.82763954636642,1.52564733547415,-1.51250861168473,-0.322739570245733,0.136350169435133,0.624930350684553,1,1,156,51,4,3,"Low","Medium",1,0,0,0,0,1,0,0,0,0,0,0,1,0
0.405465108108164,-1.52826963919899,0.660268182408527,-0.322739570245733,1.87987197003604,0.624930350684553,1,1,85,79,7,3,"Low","Large",1,0,0,0,0,0,1,0,0,0,0,0,1,0
0.0953101798043249,-1.65588552969104,0.660268182408527,-0.322739570245733,-0.660063715087299,0.624930350684553,1,1,197,46,1,1,"Low","Medium",0,0,0,1,0,0,1,0,0,0,0,0,1,0
4.40060302024682,0.11556392838064,0.660268182408527,-0.322739570245733,-0.499521574278244,0.624930350684553,1,1,278,9,1,2,"Low","Small",0,0,1,0,0,0,1,0,0,0,0,0,1,0
9.04958459309679,2.02842704664506,-1.51250861168473,-0.185603726478135,0.131776319269633,0.624930350684553,1,1,170,78,4,5,"Low","Medium",1,0,0,0,0,1,0,0,0,0,0,0,0,1
7.96276393016811,1.58124541563475,-1.51250861168473,-0.322739570245733,-0.663157314877571,-1.59803618246479,0,1,178,54,1,1,"Low","Medium",0,1,0,0,0,1,0,0,0,0,0,0,1,0
9.41311793733752,2.17800594162681,-1.51250861168473,-0.322739570245733,1.88093965912634,0.624930350684553,1,1,136,83,7,3,"Low","Large",1,0,0,0,0,1,0,0,0,0,0,0,1,0
3.40784192438082,-0.292916091548901,0.660268182408527,-0.322739570245733,-0.500436496773016,-1.59803618246479,0,1,22,11,1,2,"Low","Small",0,1,0,0,0,0,1,0,0,0,0,0,1,0
0.53062825106217,-1.47677019654235,0.660268182408527,-0.322739570245733,1.87988721620326,0.624930350684553,1,1,231,86,7,3,"Low","Large",1,0,0,0,0,0,1,0,0,0,0,0,1,0
4.43556740160191,0.129950321292516,0.660268182408527,-0.322739570245733,-0.660063257702282,-1.59803618246479,0,1,196,74,3,4,"Low","Medium",0,0,1,0,0,0,1,0,0,0,0,0,1,0
0.8754687373539,-1.33488263739089,0.660268182408527,-0.322739570245733,1.88141366246516,0.624930350684553,1,1,235,85,6,4,"Low","Large",1,0,0,0,0,0,1,0,0,0,0,0,1,0
10.5433921717004,2.64306691520942,-1.51250861168473,-0.322739570245733,1.88141457723519,0.624930350684553,1,1,163,84,6,4,"Low","Large",1,0,0,0,0,0,0,0,0,1,0,0,1,0
3.76120011569356,-0.147523850020958,-1.51250861168473,-0.322739570245733,-0.970475832114247,-1.59803618246479,0,1,108,69,2,4,"Low","Medium",0,0,0,0,1,0,1,0,0,0,0,0,1,0
